,Entity,Regional Indicator,Year,Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
1663,El Salvador,North America,2003,13.211275737397129
1664,El Salvador,North America,2004,13.21471638512639
1665,El Salvador,North America,2005,13.214699804605631
1666,El Salvador,North America,2006,13.214186085134813
1667,El Salvador,North America,2007,13.215680975211267
1668,El Salvador,North America,2008,13.217510103676968
1669,El Salvador,North America,2009,13.2219659814634
1670,El Salvador,North America,2010,13.225764862218467
1671,El Salvador,North America,2011,13.22804186379826
1672,El Salvador,North America,2012,13.23482805059043
1673,El Salvador,North America,2013,13.238455130928232
1674,El Salvador,North America,2014,13.245832738531671
1675,El Salvador,North America,2015,13.250969771441
1676,El Salvador,North America,2016,13.25614437987355
1677,El Salvador,North America,2017,13.26053026543291
1678,El Salvador,North America,2018,13.2578747441202
1679,El Salvador,North America,2019,13.24409319317457
2130,Greenland,North America,1990,17.73373684168467
2131,Greenland,North America,1991,17.79237993587629
2132,Greenland,North America,1992,17.834552053405332
2133,Greenland,North America,1993,17.87020395511176
2134,Greenland,North America,1994,17.8886296142493
2135,Greenland,North America,1995,17.89809815093325
2136,Greenland,North America,1996,17.89647475575865
2137,Greenland,North America,1997,17.8842062428373
2138,Greenland,North America,1998,17.862009104728642
2139,Greenland,North America,1999,17.839268189966457
2140,Greenland,North America,2000,17.81875496894825
2141,Greenland,North America,2001,17.80233059811214
2142,Greenland,North America,2002,17.7847024816787
2143,Greenland,North America,2003,17.76815774010731
2144,Greenland,North America,2004,17.75283614222559
2145,Greenland,North America,2005,17.73490444848423
2146,Greenland,North America,2006,17.73142476239022
2147,Greenland,North America,2007,17.73998639668579
2148,Greenland,North America,2008,17.75000393411493
2149,Greenland,North America,2009,17.7507808804432
2150,Greenland,North America,2010,17.742142337699327
2151,Greenland,North America,2011,17.73069973969598
2152,Greenland,North America,2012,17.7132772190268
2153,Greenland,North America,2013,17.69743704444281
2154,Greenland,North America,2014,17.68667698140355
2155,Greenland,North America,2015,17.69462691644475
2156,Greenland,North America,2016,17.7219462622156
2157,Greenland,North America,2017,17.75353947357679
2158,Greenland,North America,2018,17.69017113438304
2159,Greenland,North America,2019,17.54286715230218
2160,Grenada,North America,1990,14.307793669441349
2161,Grenada,North America,1991,14.28572270176876
2162,Grenada,North America,1992,14.264613279588689
2163,Grenada,North America,1993,14.247286334889612
2164,Grenada,North America,1994,14.23719632334682
2165,Grenada,North America,1995,14.23091196458702
2166,Grenada,North America,1996,14.22782457520545
2167,Grenada,North America,1997,14.233584707600718
2168,Grenada,North America,1998,14.243657078842558
2169,Grenada,North America,1999,14.2467054737119
2170,Grenada,North America,2000,14.25222409808139
2171,Grenada,North America,2001,14.24849090531539
2172,Grenada,North America,2002,14.2497882665873
2173,Grenada,North America,2003,14.251627920826678
2174,Grenada,North America,2004,14.250685912302242
2175,Grenada,North America,2005,14.2527027385774
2176,Grenada,North America,2006,14.248512058141069
2177,Grenada,North America,2007,14.242686572849369
2178,Grenada,North America,2008,14.23916117441354
2179,Grenada,North America,2009,14.239814033478329
2180,Grenada,North America,2010,14.24560806730809
2181,Grenada,North America,2011,14.26373753057118
2182,Grenada,North America,2012,14.283289458705609
2183,Grenada,North America,2013,14.30783029618321
2184,Grenada,North America,2014,14.32784058080443
2185,Grenada,North America,2015,14.34103488169175
2186,Grenada,North America,2016,14.34245072461446
2187,Grenada,North America,2017,14.33974000310729
2188,Grenada,North America,2018,14.35359182993046
2189,Grenada,North America,2019,14.37317531217853
2220,Guatemala,North America,1990,13.001706112149613
2221,Guatemala,North America,1991,13.030072756386598
2222,Guatemala,North America,1992,13.06521658742026
2223,Guatemala,North America,1993,13.10151473461856
2224,Guatemala,North America,1994,13.136966524213662
2225,Guatemala,North America,1995,13.17371770074588
2226,Guatemala,North America,1996,13.22626943702435
2227,Guatemala,North America,1997,13.30226612702826
2228,Guatemala,North America,1998,13.380319097967918
2229,Guatemala,North America,1999,13.44460409367291
2230,Guatemala,North America,2000,13.48230234974036
2231,Guatemala,North America,2001,13.502026568973042
2232,Guatemala,North America,2002,13.520866895196049
2233,Guatemala,North America,2003,13.54000180200193
2234,Guatemala,North America,2004,13.5549139470115
2235,Guatemala,North America,2005,13.5593676797211
2236,Guatemala,North America,2006,13.54510798030488
2237,Guatemala,North America,2007,13.521605790495942
2238,Guatemala,North America,2008,13.48612202584889
2239,Guatemala,North America,2009,13.45036206698073
2240,Guatemala,North America,2010,13.41638305909517
2241,Guatemala,North America,2011,13.37709936956134
2242,Guatemala,North America,2012,13.324499073621098
2243,Guatemala,North America,2013,13.274946666056032
2244,Guatemala,North America,2014,13.23840379833079
2245,Guatemala,North America,2015,13.22604489175523
2246,Guatemala,North America,2016,13.24884150230852
2247,Guatemala,North America,2017,13.269220426300778
2248,Guatemala,North America,2018,13.2596202269931
2249,Guatemala,North America,2019,13.2304202712163
2310,Guyana,South America,1990,15.50417358594546
2311,Guyana,South America,1991,15.50981957100404
2312,Guyana,South America,1992,15.513434578043938
2313,Guyana,South America,1993,15.52535055390413
2314,Guyana,South America,1994,15.53524087441071
2315,Guyana,South America,1995,15.54731662888535
2316,Guyana,South America,1996,15.56972197948745
2317,Guyana,South America,1997,15.6047866957121
2318,Guyana,South America,1998,15.64998294561048
2319,Guyana,South America,1999,15.69124277100826
2320,Guyana,South America,2000,15.7283709860232
2321,Guyana,South America,2001,15.76411255508002
2322,Guyana,South America,2002,15.80800602254569
2323,Guyana,South America,2003,15.85316247160474
2324,Guyana,South America,2004,15.88815316463304
